user_id,session_id,country,user_action,timestamp,readable_timestamp
7877,2fedbab2-3465-4e70-bc8d-24c3aa664c89,UK,visit plans,1758746764291,25-09-24 09:46:04 PM
9751,be7a4a62-fc54-4025-ae5a-b28d900fd1b9,South Africa,visit trainers,1746222042291,25-05-02 10:40:42 PM
7142,3355b08c-af38-4dcf-8222-922b89f107e8,UK,sent message,1758399624291,25-09-20 09:20:24 PM
8558,6fd54dd2-020b-45d8-a68f-a762d89ff994,UK,join_plan,1756406545291,25-08-28 07:42:25 PM
4454,62099622-0926-4f48-b921-7d4c25355669,Egypt,join_plan,1747791800291,25-05-21 02:43:20 AM
7827,87734644-94e0-48ae-8e55-8f562dd78629,UK,visit home,1748886760291,25-06-02 06:52:40 PM
2726,31923cd3-09d1-4804-9bf1-1ea3651bdf48,USA,visit home,1745603560291,25-04-25 06:52:40 PM
4638,a8441d16-04a4-47cc-aaa1-3b93e1fa1891,UK,visit plans,1757785967291,25-09-13 06:52:47 PM
6265,8f933851-13ad-4427-9cd2-adb9f4c34f1f,UK,visit home,1759955980291,25-10-08 09:39:40 PM
7687,df0947ad-77fa-47a4-8be7-fa868bd0a6af,USA,visit home,1756261726291,25-08-27 03:28:46 AM
7193,17808d16-f36e-4fbb-bba4-bd81dab41214,Ghana,visit contact,1746467573291,25-05-05 06:52:53 PM
7412,0e1335ac-176c-4593-b40e-749629d4f184,South Africa,visit plans,1753647135291,25-07-27 09:12:15 PM
9632,e9ec2da1-8ec8-4b3a-a422-71ff4047c11b,USA,visit plans,1746562048291,25-05-06 09:07:28 PM
6934,0dbfb7e9-a684-4085-96e5-bc400867db8a,Nigeria,visit home,1754601385291,25-08-07 10:16:25 PM
7810,6680cf79-d521-458c-8d5e-3ab36cba7ceb,Nigeria,visit home,1756925901291,25-09-03 07:58:21 PM
5542,4ee4f5a4-dd1b-4154-8be5-3c3707e56f03,Ghana,join_plan,1749508452291,25-06-09 11:34:12 PM
5873,12259360-feb5-4c54-941d-843cef47583d,Nigeria,visit plans,1760033290291,25-10-09 07:08:10 PM
4322,4f8fefaf-87dd-44dd-9023-151d44e3ca05,South Africa,visit trainers,1753475541291,25-07-25 09:32:21 PM
8883,fc003479-d071-424a-9cc9-6fb3cc1a362c,Nigeria,join_plan,1759351249291,25-10-01 09:40:49 PM
6422,c29a8e39-3012-40b9-937e-4cf35620765c,Ghana,visit plans,1751737932291,25-07-05 06:52:12 PM
9732,88695bae-db2b-4d3d-848d-69f6335744d7,UK,visit contact,1748559510291,25-05-29 11:58:30 PM
7718,0a0b529f-e043-47bb-bc00-7a339cbdc7df,UK,visit trainers,1753552375291,25-07-26 06:52:55 PM
4224,b734e169-879a-4dc0-a8ba-4e1193e82984,Ghana,visit plans,1757963170291,25-09-15 08:06:10 PM
8417,17b1892e-293c-4e3e-818d-0b3d836cc092,Nigeria,visit plans,1754856283291,25-08-10 09:04:43 PM
6651,bed12d14-cb96-41c2-a9d6-23fe04ed6d91,Egypt,visit home,1754508275291,25-08-06 08:24:35 PM
9450,ed7388c7-95bf-418c-82c0-012d87ad27d7,Egypt,visit trainers,1752095211291,25-07-09 10:06:51 PM
7877,2950eeb8-9234-456c-a888-9ebb6cd1f9bf,Egypt,join_plan,1760464333291,25-10-14 06:52:13 PM
1638,f2b249a9-ff5a-4d72-bd44-95f9fef19d36,Nigeria,sent message,1755280361291,25-08-15 06:52:41 PM
2414,ebefd60b-7db9-478b-b33e-02fbd4e152f4,Ghana,visit plans,1749405172291,25-06-08 06:52:52 PM
2474,ad98ee2c-9d1b-4888-ab0b-fb09181d8833,Ghana,visit home,1746474954291,25-05-05 08:55:54 PM
2404,54ffcf33-4c18-423b-916f-de7678f650ba,Egypt,join_plan,1750990581291,25-06-27 03:16:21 AM
8950,934dd809-d728-4abf-a864-8c7fb55bbe05,Nigeria,visit home,1752085248291,25-07-09 07:20:48 PM
8088,fcdca39b-c605-42ed-90a5-a5fc32b924f4,Ghana,visit home,1752083529291,25-07-09 06:52:09 PM
6051,39d8e1f8-bc04-47fa-a82a-2fbad54a7cb5,Nigeria,visit contact,1752175455291,25-07-10 08:24:15 PM
5715,c8d7285c-927f-4055-8113-a3da958e2b66,USA,visit home,1760032361291,25-10-09 06:52:41 PM
1469,e942459f-2160-4a0c-9227-588595182792,USA,visit contact,1756079404291,25-08-25 12:50:04 AM
5326,d0402c08-7653-4af9-b52c-267b9ae286f4,Nigeria,join_plan,1751830227291,25-07-06 08:30:27 PM
5430,e2ecce28-ca56-430d-a3e3-832242816d08,Nigeria,visit plans,1752342739291,25-07-12 06:52:19 PM
6461,6dd70530-a995-4672-a95b-e67b9d410fc0,Ghana,visit home,1757707805291,25-09-12 09:10:05 PM
1517,e1ab5917-70da-4720-9750-5e8ab9e33b04,South Africa,visit plans,1757440356291,25-09-09 06:52:36 PM
9202,c5b52e46-70da-455e-ba6f-ecaf5324c6eb,UK,visit home,1754091301291,25-08-02 12:35:01 AM
5634,84678f71-6218-4cb9-adcf-bb8f8a1da077,Nigeria,visit home,1757790919291,25-09-13 08:15:19 PM
3453,cb09fa0b-08e9-4e0a-bd38-8a2fc507d8dd,Egypt,visit contact,1754073763291,25-08-01 07:42:43 PM
3242,5e86b7ac-0bbb-40ca-9cf9-7652a6a10646,USA,visit trainers,1748384655291,25-05-27 11:24:15 PM
4171,5e09c95b-d402-4356-a257-aea44bd14d6c,Ghana,sent message,1747684870291,25-05-19 09:01:10 PM
3911,a7fca2f4-3581-4cfb-9144-707752bcc00f,South Africa,visit trainers,1760043743291,25-10-09 10:02:23 PM
5522,4369f12d-944e-47ae-82ab-07290bde8250,USA,join_plan,1760652445291,25-10-16 11:07:25 PM
7187,bfa401c7-fe78-4c46-bf4a-cef746892e95,USA,visit home,1751571770291,25-07-03 08:42:50 PM
1216,ed9866e1-6960-4b64-83d8-61584839dbcc,Egypt,visit trainers,1760550771291,25-10-15 06:52:51 PM
2044,24859494-acfa-4a1a-b478-8aa7313eb2cc,Egypt,visit plans,1754937227291,25-08-11 07:33:47 PM
5919,e44e687f-98ba-4755-ab71-f9f314f9a65c,UK,visit trainers,1753466656291,25-07-25 07:04:16 PM
6524,711799bc-446e-4d74-8999-23f271d9fe79,Egypt,visit contact,1756317126291,25-08-27 06:52:06 PM
1074,985a38c7-c3b6-49e8-9891-93e83b5dc2db,South Africa,visit home,1756233499291,25-08-26 07:38:19 PM
2634,d9fe8985-b1b0-447b-b12b-552b463caf0c,Ghana,visit trainers,1751914220291,25-07-07 07:50:20 PM
1215,fd08b468-b874-4e39-b7f4-19d7daef4dcb,South Africa,visit plans,1747689735291,25-05-19 10:22:15 PM
4029,a10445ff-96df-4aba-900a-6d6106d2e271,South Africa,visit home,1757881880291,25-09-14 09:31:20 PM
5098,1864e029-e762-4ad3-a9c6-007f545676e0,Egypt,visit home,1752429164291,25-07-13 06:52:44 PM
9324,6be9a9c8-b2d7-4b40-b5a4-cd52135cb129,UK,visit contact,1747936338291,25-05-22 06:52:18 PM
2484,fe81946a-4ebd-45db-946c-ea55f305f468,Ghana,visit home,1751052551291,25-06-27 08:29:11 PM
8295,55cae6ff-47b3-42a8-96bc-3553521aebcb,Egypt,join_plan,1752259964291,25-07-11 07:52:44 PM
8754,a1081b49-4be6-4b52-92cb-cdfcb7904d04,Nigeria,visit home,1750355561291,25-06-19 06:52:41 PM
7094,5d08d056-ab00-4293-a7f7-8de7501a3308,Egypt,join_plan,1747164124291,25-05-13 08:22:04 PM
1839,05f42d26-2dfd-4685-b70f-b271c567541f,Nigeria,visit plans,1756758831291,25-09-01 09:33:51 PM
6576,ced50fe3-97cd-4752-a8e2-5125057eb52a,USA,visit trainers,1750269139291,25-06-18 06:52:19 PM
3114,3fa469cb-c283-4400-87f8-89f30f3d25e4,UK,join_plan,1746560028291,25-05-06 08:33:48 PM
6528,401d68e7-9a61-4079-a426-5e591579d80c,Egypt,visit plans,1760464324291,25-10-14 06:52:04 PM
3042,a93f54d0-7dfa-4311-a8ec-70162bb0f22a,South Africa,visit contact,1748285079291,25-05-26 07:44:39 PM
4655,f9fd8a99-ac0b-455c-badd-e21dc2a41007,South Africa,visit home,1753035413291,25-07-20 07:16:53 PM
3774,d8440101-c937-4d6a-bd86-7091e23871fd,USA,visit contact,1758390769291,25-09-20 06:52:49 PM
2102,5af64a46-5e11-46b8-aab3-e48b7f715e87,USA,visit plans,1757119600291,25-09-06 01:46:40 AM
2015,96bfa3e7-f96b-4b0f-88cf-30437b68f316,Nigeria,visit plans,1752515982291,25-07-14 06:59:42 PM
6106,3129f1f4-1259-4cc2-8f11-c372ecaeb74f,Nigeria,visit home,1749926379291,25-06-14 07:39:39 PM
3817,a7f2e9cb-d9d1-4cb3-b960-6df9c073d62f,UK,join_plan,1748713970291,25-05-31 06:52:50 PM
3350,2d13d599-e8b8-415a-aef8-6e3e8b046a0a,Egypt,visit contact,1757877351291,25-09-14 08:15:51 PM
7834,e9db91b9-d1a3-48ff-95e4-130f8629ed12,Nigeria,visit trainers,1746137051291,25-05-01 11:04:11 PM
8815,0ee6c1ad-8c19-4d1d-bb8e-4fd89be609cb,Nigeria,visit home,1748285605291,25-05-26 07:53:25 PM
5111,fd5de125-30f3-48ed-8be8-8c428714e40c,South Africa,visit plans,1756156227291,25-08-25 10:10:27 PM
6810,d2b5521a-84e7-4aec-8350-b9b2135052fc,Nigeria,visit home,1751852282291,25-07-07 02:38:02 AM
9958,b2dbb885-bf0a-4e01-8fb6-d735ee16320c,USA,visit home,1756317180291,25-08-27 06:53:00 PM
6352,a6196a47-8dc7-45e3-b88c-e088bff6ec60,South Africa,visit home,1753038411291,25-07-20 08:06:51 PM
2883,5fdeea41-f1ce-461a-91e8-23d11460cbcb,Egypt,visit trainers,1757353949291,25-09-08 06:52:29 PM
5498,f53faec6-3e3d-4337-8fea-94ee3b20283d,USA,visit contact,1750206329291,25-06-18 01:25:29 AM
5839,879232ba-c8f5-4e0b-a31b-cdef833e0698,Ghana,visit contact,1756237068291,25-08-26 08:37:48 PM
2577,df98233d-bf6c-4229-a2f0-5b06992a3124,South Africa,visit plans,1753300704291,25-07-23 08:58:24 PM
9490,9f027792-eb30-4960-8a36-5423f8f38fdc,Ghana,visit trainers,1755712346291,25-08-20 06:52:26 PM
5648,b0785df4-459b-4a90-898b-3516cebe77d4,Nigeria,visit home,1755193978291,25-08-14 06:52:58 PM
7210,eb3cd6e3-1346-46de-9670-67507abb24d5,Nigeria,visit home,1757181175291,25-09-06 06:52:55 PM
4289,9a6e72e5-21be-4da7-a1fc-fa988d48f52f,Ghana,visit home,1754167525291,25-08-02 09:45:25 PM
1339,f3dc9fd2-670c-4fb8-8aa8-f6aea5eed08a,South Africa,visit plans,1746814701291,25-05-09 07:18:21 PM
8214,e850ba99-4082-4485-bc0a-98005394646f,USA,visit trainers,1748904247291,25-06-02 11:44:07 PM
5583,30cd65d9-d682-44ef-b1b2-492292d4ee52,Ghana,join_plan,1755284483291,25-08-15 08:01:23 PM
3855,b5d2daec-61d1-4692-bf12-e75bf3e9f57c,South Africa,visit home,1756403556291,25-08-28 06:52:36 PM
5765,32b66e99-5ea6-403f-92da-af34b8724a8a,Egypt,visit contact,1755712367291,25-08-20 06:52:47 PM
6117,869079cb-e177-4d5d-a668-3825694826d5,Nigeria,visit plans,1757699535291,25-09-12 06:52:15 PM
1247,ad508928-db1b-4be1-a89c-7810ce7502aa,UK,visit trainers,1751997149291,25-07-08 06:52:29 PM
7172,9ea8e26e-97ab-48ed-be93-2efe43690203,Ghana,visit home,1755117146291,25-08-13 09:32:26 PM
4744,669acce4-aace-432b-b246-b536581f2271,Egypt,visit contact,1751140545291,25-06-28 08:55:45 PM
4013,b77f5d6c-baa2-406d-a7e1-61e88693fb82,UK,visit trainers,1746121959291,25-05-01 06:52:39 PM
2190,a8be19d9-277c-4ccc-bb79-6e9e20c45630,Nigeria,visit plans,1754852343291,25-08-10 07:59:03 PM
5067,6bb12341-c4fe-49bc-ab6a-eac76115c9fe,Nigeria,visit home,1758308691291,25-09-19 08:04:51 PM
4497,a979fc40-f769-43a4-909f-4cf66b52e176,Egypt,visit plans,1751568323291,25-07-03 07:45:23 PM
1300,d41a0591-0d36-45fb-9731-98d35fce1134,USA,visit plans,1752256366291,25-07-11 06:52:46 PM
3385,fb82fab9-0f75-43af-9fc9-68c34bbf6af7,Egypt,visit home,1760470991291,25-10-14 08:43:11 PM
3512,52edf71e-7b2c-42b4-bdfa-864eddfbc9a6,Ghana,visit trainers,1759081946291,25-09-28 06:52:26 PM
9371,bede8e93-14f2-46ae-bc23-7842a037b6a7,UK,join_plan,1759343314291,25-10-01 07:28:34 PM
1529,6456a6fa-85d8-4e1a-8db2-32d3c21b90ec,South Africa,join_plan,1751154753291,25-06-29 12:52:33 AM
4981,c14c859d-8156-45d0-a7fe-21f44e211596,Ghana,sent message,1746985959291,25-05-11 06:52:39 PM
4133,daa91a1b-4023-4026-ac7d-7df788d90129,South Africa,visit trainers,1754329976291,25-08-04 06:52:56 PM
5627,133c841c-fd5b-4ad6-ba59-de261ada12e0,USA,visit plans,1754347496291,25-08-04 11:44:56 PM
5393,33006a6d-6595-4093-aa5c-a23b22a52429,USA,visit home,1745883423291,25-04-29 12:37:03 AM
5766,392e9364-8947-4188-bd2b-afcc942b35ba,UK,visit plans,1748886737291,25-06-02 06:52:17 PM
9668,91279178-bc81-4607-9035-c17420bcb225,UK,visit trainers,1748724421291,25-05-31 09:47:01 PM
5448,4d4482f5-4603-41ae-a3d0-bdecf0be079b,UK,visit plans,1748818173291,25-06-01 11:49:33 PM
2745,ac9498ed-b8d2-477f-86d7-44cf4c359b3b,USA,visit trainers,1747936362291,25-05-22 06:52:42 PM
2895,64c46750-7c78-4313-9e6e-ab08ef7f401b,Egypt,visit trainers,1751223023291,25-06-29 07:50:23 PM
5060,7597a176-85f4-43f4-a0b3-fb53e4ab82b5,UK,visit trainers,1754766493291,25-08-09 08:08:13 PM
7242,54eccb2e-fc1b-45b4-877a-98b1ea6fabce,USA,visit contact,1753904953291,25-07-30 08:49:13 PM
6682,66306b0b-bf4e-40f4-adce-0a1b929d763c,South Africa,visit trainers,1754087429291,25-08-01 11:30:29 PM
3478,ff7f1394-3328-4fd1-89ef-d84833ea7eb1,Nigeria,visit home,1752861161291,25-07-18 06:52:41 PM
3619,ef9768c0-08ff-43fe-b33f-58c106dc4bca,USA,visit plans,1747590742291,25-05-18 06:52:22 PM
6761,4e3abbf7-7a6f-425b-a4cb-5493ff86ffd8,Nigeria,visit contact,1753470107291,25-07-25 08:01:47 PM
6984,ab1ea891-6eba-4024-ba50-acb25e697fa7,Ghana,visit home,1750101408291,25-06-16 08:16:48 PM
4071,2c0d91c6-3be4-4b70-95ac-6886e9c44640,Egypt,visit plans,1749072415291,25-06-04 10:26:55 PM
6123,ce2af1af-b194-4614-98c2-8349053fc1ce,South Africa,join_plan,1753385447291,25-07-24 08:30:47 PM
7674,d6d89c47-b5ef-4a74-b331-8fa907d72929,UK,visit contact,1748283113291,25-05-26 07:11:53 PM
4419,570ea59b-121f-405d-8d5b-e2d1bd14edca,Ghana,visit home,1749577930291,25-06-10 06:52:10 PM
9143,3195c9f6-676b-4fda-a02a-dd9fd10e5ed9,South Africa,visit contact,1757962088291,25-09-15 07:48:08 PM
3016,591264ba-08ca-4d37-9bc4-eb5f6b927f8a,Ghana,visit home,1752439536291,25-07-13 09:45:36 PM
4288,0b99e16e-c2da-4166-b182-be30a83c283b,Egypt,visit trainers,1747590780291,25-05-18 06:53:00 PM
5122,243ac8d1-ad3a-4489-bc72-3e58ef572c3e,Ghana,visit home,1751838584291,25-07-06 10:49:44 PM
4555,eaa81291-ee79-49db-ae79-31badfab4a7c,UK,visit plans,1751056637291,25-06-27 09:37:17 PM
2291,ff007fc4-209d-4602-9c09-3f01e950723b,Ghana,visit home,1748800351291,25-06-01 06:52:31 PM
9037,29f07ed4-cee3-4752-8a10-c264f9f377a4,Ghana,visit home,1749926385291,25-06-14 07:39:45 PM
8209,d0875989-a760-4d62-a064-85a9fc42f25c,South Africa,visit trainers,1752955826291,25-07-19 09:10:26 PM
4781,8aace093-ae19-4af7-9f87-e1834029dd63,UK,visit plans,1755645752291,25-08-20 12:22:32 AM
7238,bc6e9f12-9d90-440c-9f30-2bb93444afd7,South Africa,visit plans,1751305941291,25-06-30 06:52:21 PM
3346,b8186f08-e8cf-4e92-962a-418ade4ca9fa,Egypt,visit plans,1759345948291,25-10-01 08:12:28 PM
5613,0852b58d-d8c7-4753-a55e-d50690a1d684,Egypt,join_plan,1746467552291,25-05-05 06:52:32 PM
8282,63200e44-b5a7-43b6-b709-066e9c0fad22,Ghana,visit trainers,1752863887291,25-07-18 07:38:07 PM
5027,c1473e2b-0ceb-4ace-ab44-4976690fcdee,Nigeria,visit trainers,1746467524291,25-05-05 06:52:04 PM
3151,124acf4d-c08a-4ba7-b0c9-3c632c22042a,South Africa,join_plan,1750969627291,25-06-26 09:27:07 PM
4386,512d612d-2e8d-4cf2-b3c6-e329fd27ab7f,Nigeria,sent message,1760729534291,25-10-17 08:32:14 PM
8607,3f6f140d-adf9-4f77-b699-ea5ac971476c,USA,join_plan,1757008362291,25-09-04 06:52:42 PM
2102,5af64a46-5e11-46b8-aab3-e48b7f715e87,USA,join_plan,1757096932291,25-09-05 07:28:52 PM
8208,c8c5cff6-a021-477d-a77c-e0ce685a3df2,South Africa,visit trainers,1747677172291,25-05-19 06:52:52 PM
9082,f7900296-f139-446b-8fb3-bd9b55c67dcb,Egypt,visit home,1748713953291,25-05-31 06:52:33 PM
2706,8336b5b7-484d-44e3-a8fc-8417818c3e42,USA,visit trainers,1754503311291,25-08-06 07:01:51 PM
2576,b7f49d21-5438-4276-b3e0-670b64405646,Egypt,visit plans,1754502727291,25-08-06 06:52:07 PM
7771,b07f34fc-6e4c-4881-a81b-9442ba3ff494,USA,visit plans,1758567859291,25-09-22 08:04:19 PM
9951,ae9c3703-53c1-46da-853a-b1ceb7f7fea3,USA,visit plans,1760812928291,25-10-18 07:42:08 PM
5551,a420cbb1-5091-4744-b686-db2366f8ec1e,USA,visit contact,1746471364291,25-05-05 07:56:04 PM
2859,ed2cc9b8-e834-4240-be38-3f287c127812,Egypt,visit home,1749500295291,25-06-09 09:18:15 PM
6860,7dac6d41-628c-4a9c-9b58-b036f5b75233,Ghana,visit plans,1747418573291,25-05-16 07:02:53 PM
8524,10ff452f-38ae-4fc6-8c7b-d8f77bec9b84,Ghana,join_plan,1757701971291,25-09-12 07:32:51 PM
3136,38cd46b6-87b3-4280-8be0-184bca1ab87b,Egypt,visit trainers,1750096328291,25-06-16 06:52:08 PM
6106,3129f1f4-1259-4cc2-8f11-c372ecaeb74f,Nigeria,join_plan,1749944452291,25-06-15 12:40:52 AM
2294,bc7eb9da-f511-4b09-b79c-852f3c2d127e,South Africa,visit home,1755462517291,25-08-17 09:28:37 PM
1809,a332c372-b60d-4d0c-918c-d0ba463f117f,UK,join_plan,1757018554291,25-09-04 09:42:34 PM
7865,16831c74-ea90-4e58-812e-82b1e73dde77,USA,visit plans,1750096375291,25-06-16 06:52:55 PM
4160,9d42dccf-f070-4648-9490-be14d47e646f,South Africa,visit home,1759086495291,25-09-28 08:08:15 PM
9255,a9c03f46-c2b4-4a5a-ab4b-891f6f21fad5,UK,visit trainers,1758995554291,25-09-27 06:52:34 PM
7674,ea0ae92d-f547-405c-9c96-e1e96ecc8ba1,UK,visit contact,1757289864291,25-09-08 01:04:24 AM
4569,f281fe14-c312-48c0-ab77-14ab83b4f41b,USA,visit home,1752347785291,25-07-12 08:16:25 PM
9004,7604c720-c904-4575-bfdd-bc228197a2b1,Egypt,visit home,1759859543291,25-10-07 06:52:23 PM
5185,10a32562-f4b7-4528-90da-6963cfd39a3b,UK,visit plans,1758045133291,25-09-16 06:52:13 PM
2171,db4f8c0c-d668-4522-80c7-9e1fbfbc3e7e,UK,visit trainers,1746039857291,25-04-30 08:04:17 PM
7827,e00b52eb-a0d7-4e31-ba6b-450d7bfe5296,UK,visit home,1748281952291,25-05-26 06:52:32 PM
7139,ae8b646c-db49-4796-a57d-2138b3b2720e,Egypt,visit plans,1753725179291,25-07-28 06:52:59 PM
2307,b219095f-d439-487c-ab91-db493a82191e,Egypt,visit home,1760744687291,25-10-18 12:44:47 AM
4355,0ce8f558-08d5-44c3-a624-aec7535250ad,Nigeria,visit contact,1746121975291,25-05-01 06:52:55 PM
1638,f2b249a9-ff5a-4d72-bd44-95f9fef19d36,Nigeria,visit home,1755290254291,25-08-15 09:37:34 PM
2895,64c46750-7c78-4313-9e6e-ab08ef7f401b,Egypt,join_plan,1751220973291,25-06-29 07:16:13 PM
8203,d1228465-18da-4f33-a45f-ee3d565014c8,Nigeria,visit home,1758822756291,25-09-25 06:52:36 PM
8765,527adefb-d566-4d20-a8ac-f88197b2f1cf,UK,visit contact,1750109057291,25-06-16 10:24:17 PM
7209,35ea220f-9eb0-4a5d-8be3-62c1a224fc06,Ghana,visit contact,1746730642291,25-05-08 07:57:22 PM
7910,0df789e3-384a-4094-982d-245b76c410bc,Ghana,visit home,1749405170291,25-06-08 06:52:50 PM
7590,5c5a1c7d-3ffd-4d2e-b476-47e1dda0392d,Ghana,visit trainers,1760214444291,25-10-11 09:27:24 PM
2962,f77fb554-1313-418f-b713-cfcf5dce73c8,Egypt,visit home,1749068434291,25-06-04 09:20:34 PM
3417,ee860031-c49f-4b5a-a517-bc679208ebdd,USA,join_plan,1753820829291,25-07-29 09:27:09 PM
1503,ba2b0081-2d75-42b7-a198-44e494e9d3bf,UK,visit home,1746899534291,25-05-10 06:52:14 PM
8003,1c081d58-ca14-4edd-acce-0a5297c0f775,Egypt,visit trainers,1750528379291,25-06-21 06:52:59 PM
9783,8533bd40-620a-4975-b5b0-da2582d23517,Ghana,visit contact,1746640365291,25-05-07 06:52:45 PM
5699,42730480-1eaa-4686-9b9e-8cc48a644213,Ghana,visit contact,1748200582291,25-05-25 08:16:22 PM
5960,b6c63fdb-9281-4add-beb6-51de60ebad4d,UK,visit home,1753984368291,25-07-31 06:52:48 PM
6080,5fcd6898-b4b3-45c7-ad1a-3f49350698f7,Egypt,visit home,1755200858291,25-08-14 08:47:38 PM
1404,13b971fe-dd99-444d-b6b1-399036b96432,UK,visit home,1759256437291,25-09-30 07:20:37 PM
9383,787f9a4f-aa4f-48d8-86ef-fc4e2ef1915a,USA,visit home,1755803222291,25-08-21 08:07:02 PM
1814,76625457-41fe-467f-9176-b9f42c093ddd,UK,visit plans,1747677147291,25-05-19 06:52:27 PM
9986,f9e96d84-7360-472e-b0fd-abe0de7896db,UK,visit plans,1757535065291,25-09-10 09:11:05 PM
5877,d8144077-9a84-44a2-851f-eb89ce8b74a0,Egypt,visit trainers,1748652745291,25-05-31 01:52:25 AM
2354,9c4632da-6363-43d1-a0ea-fb0a61a5fc35,UK,visit home,1749405174291,25-06-08 06:52:54 PM
1152,e17775c2-a3b0-4b98-b9fe-837464433d9d,Egypt,visit home,1757880104291,25-09-14 09:01:44 PM
3021,4b8e25fe-1363-4a32-96b7-ccea92dd05e0,Egypt,visit home,1745689970291,25-04-26 06:52:50 PM
4012,c9d58047-bdbc-49cd-9908-47523c693d51,UK,visit plans,1752861147291,25-07-18 06:52:27 PM
4080,716e509d-6672-48c2-8071-3317499f598e,UK,visit home,1745517143291,25-04-24 06:52:23 PM
5179,67014a99-87aa-40d1-8306-ec524531d59a,Egypt,visit home,1758477168291,25-09-21 06:52:48 PM
2363,fd54dca3-16d0-4747-8e87-a782869019a3,Ghana,visit trainers,1750192811291,25-06-17 09:40:11 PM
8853,59584396-283a-43f6-995d-b18dcdad2ba7,Egypt,visit home,1754243564291,25-08-03 06:52:44 PM
